135,0.0,0.0,0
140,25.0,25.0,0
140,0.0,0.0,0
98,0.0,0.0,0
140,10.4166666667,62.5,0
140,0.0,0.0,0
140,61.6071428571,58.5714285714,0
146,0.0,0.0,0
139,0.0,0.0,0
140,6.81818181818,42.7272727273,0
101,0.0,0.0,0
134,4.16666666667,25.0,0
140,25.0,25.0,0
115,0.0,0.0,0
123,-80.0,90.0,0
80,-12.5,32.5,0
139,0.0,0.0,0
139,0.0,0.0,0
140,0.0,0.0,0
144,-5.18518518519,17.962962963,0
101,0.0,10.0,0
137,0.0,0.0,0
146,0.0,0.0,0
106,0.0,0.0,0
142,0.0,0.0,0
140,0.0,0.0,0
95,-15.0,50.0,0
140,0.0,0.0,0
139,0.0,0.0,0
140,0.0,0.0,0
140,25.0,25.0,0
63,0.0,0.0,0
140,0.0,0.0,0
140,10.7142857143,78.5714285714,0
146,0.0,0.0,0
140,0.0,0.0,0
139,0.0,0.0,0
139,0.0,0.0,0
139,25.0,25.0,0
139,0.0,0.0,0
139,0.0,0.0,0
140,14.2857142857,51.7857142857,0
140,0.0,0.0,0
140,0.0,5.0,0
139,21.4285714286,64.2857142857,0
138,6.81818181818,22.7272727273,0
140,0.0,0.0,0
140,0.0,0.0,0
140,0.0,0.0,0
145,0.0,0.0,0
139,0.0,0.0,0
140,0.0,56.25,0
139,0.0,0.0,0
139,22.7272727273,54.5454545455,0
140,0.0,0.0,0
139,0.0,0.0,0
140,100.0,30.0,0
139,0.0,0.0,0
139,0.0,0.0,0
137,0.0,0.0,0
139,0.0,0.0,0
139,0.0,0.0,0
140,0.0,0.0,0
139,0.0,0.0,0
140,0.0,0.0,0
140,0.0,0.0,0
140,31.25,60.0,0
123,-80.0,90.0,0
138,0.0,0.0,0
101,0.0,0.0,0
140,0.0,0.0,0
80,-12.5,32.5,0
134,0.0,5.0,0
135,0.0,10.0,0
140,14.2857142857,51.7857142857,0
140,0.0,0.0,0
139,0.0,0.0,0
86,0.0,0.0,0
140,0.0,0.0,0
140,15.0,53.75,0
140,6.81818181818,42.7272727273,0
140,0.0,0.0,0
140,0.0,0.0,0
135,0.0,0.0,0
140,0.0,0.0,0
81,21.4285714286,64.2857142857,0
140,0.0,0.0,0
135,-25.0,41.25,0
140,31.25,60.0,0
140,25.0,25.0,0
140,31.25,60.0,0
139,25.0,25.0,0
99,0.0,0.0,0
140,50.0,50.0,0
34,0.0,0.0,0
138,25.0,25.0,0
139,25.0,25.0,0
140,0.0,0.0,0
143,0.0,0.0,0
123,-80.0,90.0,0
80,-12.5,32.5,0
140,0.0,0.0,0
140,80.0,75.0,0
143,0.0,0.0,0
140,37.0833333333,63.3333333333,0
136,0.0,0.0,0
138,0.0,0.0,0
134,25.0,25.0,0
128,16.6666666667,16.6666666667,0
146,0.0,0.0,0
139,70.0,80.0,0
139,25.0,25.0,0
139,25.0,25.0,0
140,21.4285714286,64.2857142857,0
146,0.0,0.0,0
140,0.0,0.0,0
145,0.0,0.0,0
139,25.0,25.0,0
140,0.0,0.0,0
140,0.0,12.5,0
139,25.0,25.0,0
126,0.0,0.0,0
139,25.0,25.0,0
98,50.0,50.0,0
123,-80.0,90.0,0
102,0.0,0.0,0
140,0.0,100.0,0
80,-12.5,32.5,0
141,25.0,65.0,0
140,-7.77777777778,39.4444444444,0
139,25.0,25.0,0
139,25.0,25.0,0
139,25.0,25.0,0
140,13.6363636364,45.4545454545,0
134,25.0,25.0,0
122,0.0,25.0,0
140,13.6363636364,45.4545454545,0
140,50.0,50.0,0
135,0.0,0.0,0
140,31.25,60.0,0
140,0.0,0.0,0
138,0.0,0.0,0
140,0.0,12.5,0
139,13.6363636364,45.4545454545,0
140,14.2857142857,51.7857142857,0
139,0.0,100.0,0
92,0.0,0.0,0
123,-80.0,90.0,0
137,25.0,25.0,0
80,-12.5,32.5,0
146,0.0,0.0,0
99,0.0,0.0,0
138,25.0,25.0,0
138,25.0,25.0,0
124,13.6363636364,45.4545454545,0
140,0.0,0.0,0
140,50.0,53.3333333333,0
70,0.0,0.0,0
133,0.0,12.5,0
140,25.0,20.0,0
149,0.0,0.0,0
140,0.0,0.0,0
140,31.25,60.0,0
117,0.0,0.0,0
123,-80.0,90.0,0
102,0.0,0.0,0
80,-12.5,32.5,0
139,-66.6666666667,100.0,0
137,25.0,25.0,0
141,0.0,50.0,0
140,0.0,0.0,0
139,0.0,50.0,0
140,19.1666666667,30.8333333333,0
139,35.0,71.6666666667,0
140,-66.6666666667,100.0,0
141,25.0,25.0,0
140,-5.0,5.0,0
82,-10.0,40.0,0
140,25.0,25.0,0
144,0.0,0.0,0
135,0.0,0.0,0
138,30.0,10.0,0
66,0.0,0.0,0
140,21.4285714286,64.2857142857,0
82,-12.5,5.0,1
87,21.875,42.5,1
28,0.0,0.0,1
145,0.0,0.0,1
140,0.0,0.0,1
138,30.0,60.0,1
135,-3.125,20.0,1
112,51.0,72.0,1
150,13.6363636364,45.4545454545,1
140,0.0,0.0,1
149,13.6363636364,45.4545454545,1
138,25.0,25.0,1
140,0.0,0.0,1
140,0.0,100.0,1
136,0.0,0.0,1
140,0.0,100.0,1
140,0.0,0.0,1
140,25.0,25.0,1
123,-80.0,90.0,1
102,0.0,0.0,1
79,-12.5,32.5,1
140,50.0,90.0,1
140,50.0,90.0,1
42,100.0,75.0,1
140,0.0,100.0,1
140,0.0,100.0,1
140,0.0,10.0,1
140,0.0,0.0,1
140,20.0,20.0,1
140,0.0,100.0,1
139,13.6363636364,45.4545454545,1
140,0.0,0.0,1
110,5.0,25.0,1
140,50.0,90.0,1
140,33.4077380952,58.0952380952,1
123,-80.0,90.0,1
